Name,Age,Education,Children,Profession,Phone,Amount,Return credit
Ахматбаян Галдышев,47,4,0,Менеджер по рекламе,73087674502,137000,0
Ефрония Лешукова,59,5,2,Невропатолог,78520239202,117000,1
Тиш Шуматов,30,1,4,Металлург,79380532094,116000,0
Чайко Леончардт,32,9,5,Web-программист,71198298276,132000,0
Зейнеи Трехов,21,5,4,Дегустатор,74097052112,108000,0
Яния Червовая,66,1,3,Печатник,71380021444,125000,1
Ноябрина Бохановская,25,0,2,Эколог,78171201690,131000,0
Ильич Виносьянц,71,8,4,Упаковщик,72066274935,128000,0
Гутора Мченская,94,4,0,Стрелочник,76995959643,118000,0
Мурвин Розинов,83,9,0,Бизнес-аналитик,77870581110,144000,0
Вектор Марухленко,35,4,1,Геодезист,71465831484,148000,0
Гочо Самовльников,75,0,0,Дирижер,77218558952,117000,0
Александрин Муратшин,27,5,2,Продакт-менеджер,76213684563,122000,0
Симсон Андрюшкевич,44,8,6,Кризис-менеджер,77716460207,147000,0
Богарти Ашпин,93,2,1,Логист,71395397328,135000,0
Зиновка Захлесткина,62,6,3,Крановщик,73228804617,147000,0
Евкерий Испольдский,59,4,0,Таксист,79560545756,120000,0
Одорий Умский,86,0,5,Мусоропроводчик,75334722370,109000,0
Эбень Захлестин,29,8,0,Дегустатор,74993598832,112000,1
Карияна Минорская,20,1,6,Администратор ресторана,77298625891,106000,0
Габдула Потирова,46,1,2,Массажист,73008288763,118000,1
Ерсайын Гарновой,67,8,6,Машинист,72297633703,102000,1
Луис Яйков,91,5,6,Вышивальщица,73921775741,126000,0
Харелл Мезенцов,48,3,5,Бренд-менеджер,79466993110,138000,0
Илан Дармостук,96,5,7,Менеджер по PR,73255415590,146000,0
Камай Якутин,82,8,0,Стюардесса,75720964224,136000,0
Магита Высокополянская,49,9,0,Отделочник,78517557554,143000,1
Илдзе Ефимович,77,7,4,Пастух,73070267746,123000,0
Юлитта Поддоскина,48,8,3,Кинодраматург,71503120395,110000,1
Эмирхан Вознов,25,6,2,Портной,72012780062,116000,1
Зияда Мерьянова,19,7,5,Заведующий складом,79315564730,134000,0
Долилла Страхов-Баранова,39,3,0,Горняк,72379137667,125000,1
Муджахид Мушиц,68,6,0,Звукооператор,73861366695,123000,1
Саях Ремейко,27,3,0,Таксист,72078772903,119000,0
Филана Шкурская,37,3,4,Проводник,71264920753,102000,0
Назарбек Дюбанков,33,3,3,Слесарь-механик,72407854672,124000,0
Картер Асоян,53,3,5,Менеджер по продажам,72233564684,102000,1
Салтык Эришер,27,4,1,Акушер,72127920288,133000,0
Милена Козеняшева,43,2,5,Летчик,78805689763,118000,0
Алваро Гутор,70,3,1,Кардиолог,78349182942,142000,0
Альивина Селизова,31,8,1,Мерчендайзер,77504498669,107000,1
Джерик Кранчев,84,7,5,Преподаватель,72402433028,133000,1
Хайр Аллахвардиев,33,6,7,Геоэколог,77491556489,102000,0
Адаль Сугако,75,6,4,Косметолог,73497852117,113000,0
Алтынташ Друбецкой,93,2,3,Цветочница,74989857955,108000,0
Дато Пикуш,48,3,4,Банкир,77420117727,143000,1
Ахать Шинкорук,70,1,7,Венеролог,76695208226,114000,0
Карола Шелопицина,42,8,4,Дизайнер рекламы,71612238820,130000,1
Бэлланс Смиренский,96,8,5,Ботаник,77930214429,100000,0
Кхамали Циликов,50,5,3,Реабилитолог,71354031646,124000,0
Анемаиса Очачовская,70,9,6,Танцор балета,79499405586,108000,0
Грегорио Железцов,42,1,5,Холодильщик,77812447217,104000,1
Иперехий Иваровский,79,0,1,﻿Адвокат,77935650993,129000,0
Илан Эчин,41,3,4,Курьер,74243676319,131000,1
Иренус Великодворский,85,0,4,Печатник,75857914761,109000,1
Мехрибан Маржохов,61,6,0,Моряк,73070267750,148000,0
Хайзия Трацевская,85,7,5,Бульдозерист,78223800690,133000,1
Вукобрат Кершнер,33,8,2,Оператор кино и телевидения,78654974352,110000,0
Махмутжон Галунов,31,2,6,Кодер,72127920291,148000,0
Аежелика Мальновская,26,4,3,Правовед,76585358965,128000,0
Термелл Рынский,68,3,7,Фармацевт,71844364836,110000,0
Взметень Мусненко,98,8,4,Дегустатор,75356027406,116000,0
Согди Гиршгорн,96,2,3,Конструктор,74933366654,134000,0
Кюри Щитнев,64,2,0,Культуролог,72005963032,147000,0
Учтак Сухопалов,21,3,5,Пожарный,72425240081,146000,0
Фрэнк Голынский,46,8,4,Хирург,75008473321,118000,1
Гоохон Бузак,82,4,4,Стрелочник,79503187004,139000,0
Каймана Мосокина,96,2,3,Мясник,79053014906,128000,0
Гильминиса Неуструева,29,4,6,Реабилитолог,74577751975,148000,0
Раулина Колядная,18,3,0,Министр,71315819289,104000,0
Аминур Гвоздь,29,4,6,Спортивный врач,76620570115,145000,0
Ахметрыза Алтыбаева,73,2,1,Манекенщица,76528268468,126000,0
Азантина Ивчатова,78,1,2,Педагог,76522140805,100000,1
Турар Матвейченко,87,2,7,Блогер,73861843222,110000,0
Чинара Шаулова,65,5,1,Риелтор,74465623185,101000,1
Кумсият Максюков,69,4,3,Спортсмен,71836622799,109000,0
Антепа Ежкина,36,4,5,Экспедитор,74334791781,116000,1
Кушбакты Лахматкин,98,0,3,Банкир,72781650681,138000,1
Аус Столов,56,0,3,Ремонтник,79746803718,121000,0
Кэссиди Каравинский,51,2,7,Стрелочник,78347366830,122000,0
Вернисия Кондушкина,54,5,4,Невропатолог,74370800483,102000,1
Плас Иошкин,58,6,5,Ботаник,72949668015,109000,1
Алин Мовчин,81,0,5,Проректор,79841565165,109000,0
Кавсария Саландаева,30,3,5,Нейрохирург,76300379000,134000,0
Химемия Руканова,53,9,7,Копирайтер,73685203581,109000,1
Рейган Сригин,83,3,5,Прозектор,74559834249,120000,0
Пирак Свинцицкий,33,2,4,Ветеринар,75645137656,135000,1
Румулият Ненов,76,9,4,Стрелочник,77475999483,102000,0
Мален Джаватов,86,3,4,Тюремный надзиратель,75043997513,107000,1
Денаида Сидзиневская,50,9,5,Садовник,75033463329,131000,0
Естратей Спув,56,6,6,Менеджер по рекламе,74967654367,138000,1
Хосровадухт Жемалютдинов,94,6,5,Курьер,78804773361,107000,1
Танунека Ванюшкина,53,2,3,Слесарь-механик,75679397596,128000,1
Анушаван Гораздов,25,7,5,Балетмейстер,71255877170,116000,1
Камми Чебоксаров,30,1,5,Орнитолог,73503132467,105000,0
Эльзада Митютина,21,7,6,Администратор гостиницы,78402714017,114000,1
Благослава Зубенкова,33,2,1,Фармацевт,76106784351,112000,1
Фелоня Рухлинская,79,2,1,Банкир,71218056582,108000,1
Хирчел Азариевий,87,6,1,Холодильщик,72376300485,107000,1
Акел Бодякин,42,6,7,Диктор,71548410771,102000,1
Владаимр Зажонский,93,4,1,Машинистка,78030706120,138000,0
Леандро Желтушкин,67,2,1,Web-интегратор,76039131434,141000,1
Айпара Алеферчука,18,6,2,Животновод,73452636876,109000,1
Анхель Аханкари,52,0,4,Дипломат,72206870789,147000,1
Верослав Асираханцев,23,7,2,Автомеханик,73533873215,119000,1
Алистар Северинец,64,2,0,Фальцовщик,74855907462,102000,0
Йунус Эсикман,45,8,7,Генеральный секретарь,77630330886,149000,1
Даниила Сатышева,91,9,3,Пекарь,77260948314,130000,0
Бигали Алореев,74,0,7,Банкир,77930214435,132000,0
Оранка Федулкина,63,2,5,Бизнес-аналитик,72572427788,139000,0
Сагал Сидоряцкий,55,0,6,Секретарь,77991038491,148000,0
Игмар Бряндин,88,7,0,Менеджер,79463895209,143000,0
Тазлибанат Верб,90,2,5,Бортмеханик,77912723737,109000,0
Рэдфорд Шмыгленко,48,5,5,Администратор салона красоты,71512068592,108000,1
Стоуни Перервин,32,5,2,Дегустатор,78765917518,138000,1
Марьяна Собкина,34,6,2,Сапожник,79656040544,136000,1
Шолом Пислегов,93,7,4,Невролог,76506699474,144000,1
Джэйбон Бедрин,27,6,5,Ботаник,73752870583,106000,1
Науфа Ганицына,59,8,1,Египтолог,73772610502,120000,1
Азимуддин Брыканов,60,9,4,Дегустатор,73135364072,117000,0
Райк Консин,40,6,1,Супервайзер,71704505163,127000,1
Зибба Солоцкая,40,8,2,Дегустатор,72927979208,148000,0
Мигелинда Баварова,92,6,3,Редактор,75056880070,143000,0
Мори Плоский,43,3,5,Бизнес-аналитик,71551412329,118000,1
Леонора Кучаевская,87,0,1,Летчик,72166432936,130000,0
Банга Хупрова,77,6,2,Фрезеровщик,78480354562,131000,0
Ромуальда Аляева,24,4,4,Дегустатор,74545883851,100000,0
Адольфо Вертен,33,7,7,Биоинженер,79029750712,139000,0
Нара Кечиева,98,9,7,Дерматовенеролог,75934989133,123000,0
Маэуа Козырская,93,8,2,Кондитер,74004128999,113000,1
Куртджемиль Мунчелевичуте,67,4,7,Дегустатор,73741720853,130000,1
Эрида Пирвеева,23,4,6,Литейщик,78868293748,133000,0
Азак Шильсульман,90,7,6,Бизнес-аналитик,76110096609,131000,1
Зайтина Астанова,86,2,5,Курьер,71349408266,122000,1
Жемина Агафанчука,32,1,6,Хореограф,78721073142,104000,0
